ID,Year_Birth,Education,Marital_Status,Income,Kidhome,Teenhome,Dt_Customer,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,Complain,Response,Age,Family_Size,Is_Parent,Customer_Tenure,Monetary,Frequency,Avg_Basket_Value,Premium_Wine_Ratio,Web_Purchase_Ratio,RFM_Spender_Level,Income_Level,R_Score,F_Score,M_Score,Total_RFM_Score,Segment
1966,1965,PhD,Partnered,84618.0,0,0,2013-11-22,96,684,100,801,21,66,0,1,6,9,10,2,0,0,1,0,0,0,0,49,0,0,219,1672,26,64.3076923076923,0.4090909090909091,0.23076923076923078,Medium Spender,High Income,1,4,4,9,High Income - Medium Spender
6864,1989,Master,Single,10979.0,0,0,2014-05-22,34,8,4,10,2,2,4,2,3,0,3,5,0,0,0,0,0,0,0,25,0,0,38,30,8,3.75,0.26666666666666666,0.375,Low Spender,Low Income,3,1,1,5,Low Income - Low Spender
3033,1963,Master,Partnered,38620.0,0,0,2013-05-11,56,112,17,44,34,22,89,1,2,5,3,3,0,0,0,0,0,0,0,51,0,0,414,318,11,28.90909090909091,0.3522012578616352,0.18181818181818182,Low Spender,Medium Income,2,2,2,6,Medium Income - Low Spender
5710,1970,Bachelor,Partnered,40548.0,0,1,2012-10-10,31,110,0,5,2,0,3,2,2,1,4,5,0,1,0,0,0,0,0,44,1,1,627,120,9,13.333333333333334,0.9166666666666666,0.2222222222222222,Medium Spender,Medium Income,3,2,2,7,Medium Income - Medium Spender
7373,1952,PhD,Single,46610.0,0,2,2012-10-29,8,96,12,96,33,22,43,6,4,1,6,6,0,0,0,0,0,0,1,62,2,1,608,302,17,17.764705882352942,0.31788079470198677,0.23529411764705882,Medium Spender,Medium Income,4,3,2,9,Medium Income - Medium Spender
8755,1946,Master,Partnered,68657.0,0,0,2013-02-20,4,482,34,471,119,68,22,1,3,5,9,7,0,0,0,0,0,0,0,68,0,0,494,1196,18,66.44444444444444,0.40301003344481606,0.16666666666666666,High Spender,Medium Income,4,3,4,11,Medium Income - High Spender
10738,1951,Master,Single,49389.0,1,1,2013-08-29,55,40,0,19,2,1,3,1,2,0,3,7,0,0,0,0,0,0,0,63,2,1,304,65,6,10.833333333333334,0.6153846153846154,0.3333333333333333,Low Spender,Medium Income,2,1,1,4,Medium Income - Low Spender
4339,1970,PhD,Partnered,67353.0,0,1,2013-12-31,37,702,17,151,0,8,35,5,5,6,12,2,0,0,0,0,0,0,0,44,1,1,180,913,28,32.607142857142854,0.768893756845564,0.17857142857142858,High Spender,Medium Income,3,4,3,10,Medium Income - High Spender
10755,1976,Master,Partnered,23718.0,1,0,2013-09-02,76,6,3,14,15,7,36,3,3,1,2,7,0,0,0,0,0,0,0,38,1,1,300,81,9,9.0,0.07407407407407407,0.3333333333333333,Low Spender,Low Income,1,2,2,5,Low Income - Low Spender
8595,1973,Bachelor,Single,42429.0,0,1,2014-02-11,99,55,0,6,2,0,4,2,1,1,3,5,0,0,0,0,0,0,0,41,1,1,138,67,7,9.571428571428571,0.8208955223880597,0.14285714285714285,Low Spender,Medium Income,1,1,1,3,Medium Income - Low Spender
2968,1943,PhD,Single,48948.0,0,0,2013-02-01,53,437,8,206,160,49,42,2,7,10,5,6,1,0,0,0,0,0,1,71,0,0,513,902,24,37.583333333333336,0.4844789356984479,0.2916666666666667,Medium Spender,Medium Income,2,4,3,9,Medium Income - Medium Spender
8601,1980,Bachelor,Partnered,80011.0,0,1,2013-04-29,3,421,76,536,82,178,102,2,8,6,5,4,0,0,0,0,0,0,0,34,1,1,426,1395,21,66.42857142857143,0.3017921146953405,0.38095238095238093,High Spender,High Income,4,3,4,11,High Income - High Spender
503,1985,Master,Partnered,20559.0,1,0,2013-03-12,88,13,1,29,3,0,7,2,2,0,3,8,0,0,0,0,0,0,0,29,1,1,474,53,7,7.571428571428571,0.24528301886792453,0.2857142857142857,Low Spender,Low Income,1,1,1,3,Low Income - Low Spender
8430,1957,Bachelor,Partnered,21994.0,0,1,2012-12-24,4,9,0,6,3,1,3,1,0,0,3,5,0,0,0,0,0,0,0,57,1,1,552,22,4,5.5,0.4090909090909091,0.0,Low Spender,Low Income,4,1,1,6,Low Income - Low Spender
7281,1959,PhD,Single,55185.0,0,0,2013-11-05,80,81,11,50,3,2,39,1,1,3,4,2,0,0,0,0,0,0,0,55,0,0,236,186,9,20.666666666666668,0.43548387096774194,0.1111111111111111,Low Spender,Medium Income,1,2,2,5,Medium Income - Low Spender
2139,1975,Master,Partnered,7500.0,1,0,2013-10-02,19,3,1,10,3,2,12,3,2,0,3,5,0,0,0,0,0,0,0,39,1,1,270,31,8,3.875,0.0967741935483871,0.25,Low Spender,Low Income,4,1,1,6,Low Income - Low Spender
1371,1976,Bachelor,Single,79941.0,0,0,2014-06-28,72,123,164,266,227,30,174,1,2,4,9,1,0,0,0,0,0,0,0,38,0,0,1,984,16,61.5,0.125,0.125,Medium Spender,High Income,2,3,3,8,High Income - Medium Spender
9909,1996,Master,Partnered,7500.0,0,0,2012-11-09,24,3,18,14,15,22,50,3,3,1,3,9,0,0,0,0,0,0,1,18,0,0,597,122,10,12.2,0.02459016393442623,0.3,Medium Spender,Low Income,4,2,2,8,Low Income - Medium Spender
7286,1968,Bachelor,Partnered,41728.0,1,0,2013-05-24,92,13,6,15,3,5,13,1,2,0,2,10,0,0,0,0,0,0,0,46,1,1,401,55,5,11.0,0.23636363636363636,0.4,Low Spender,Medium Income,1,1,1,3,Medium Income - Low Spender
7244,1951,Bachelor,Single,51983.0,2,1,2014-01-01,96,48,5,48,6,10,7,3,2,1,4,6,0,0,0,0,0,0,0,63,3,1,179,124,10,12.4,0.3870967741935484,0.2,Low Spender,Medium Income,1,2,2,5,Medium Income - Low Spender
6566,1954,PhD,Partnered,72550.0,1,1,2012-11-08,39,826,50,317,50,38,38,9,5,2,12,8,0,0,0,0,0,0,0,60,2,1,598,1319,28,47.107142857142854,0.6262319939347991,0.17857142857142858,High Spender,Medium Income,3,4,4,11,Medium Income - High Spender
8614,1957,Bachelor,Single,65486.0,0,1,2014-05-12,29,245,19,125,37,67,14,1,4,2,10,2,0,0,0,0,0,0,0,57,1,1,48,507,17,29.823529411764707,0.4832347140039448,0.23529411764705882,Medium Spender,Medium Income,3,3,3,9,Medium Income - Medium Spender
4114,1964,Master,Partnered,79143.0,0,0,2012-08-11,2,650,37,780,27,167,32,1,6,9,13,3,0,0,0,0,0,0,0,50,0,0,687,1693,29,58.37931034482759,0.38393384524512697,0.20689655172413793,High Spender,High Income,4,4,4,12,High Income - High Spender
1331,1977,Bachelor,Single,35790.0,1,0,2013-01-02,54,12,6,20,30,1,3,2,2,0,3,7,0,0,0,0,0,0,0,37,1,1,543,72,7,10.285714285714286,0.16666666666666666,0.2857142857142857,Low Spender,Medium Income,2,1,2,5,Medium Income - Low Spender
2225,1977,Bachelor,Single,82582.0,0,0,2014-06-07,54,510,120,550,156,40,241,1,4,9,7,1,1,0,0,1,0,0,1,37,0,0,22,1617,21,77.0,0.31539888682745826,0.19047619047619047,Medium Spender,High Income,2,3,4,9,High Income - Medium Spender
9381,1978,Bachelor,Partnered,66373.0,1,1,2013-06-12,57,328,9,124,12,24,109,7,4,2,10,3,0,0,0,0,0,0,0,36,2,1,382,606,23,26.347826086956523,0.5412541254125413,0.17391304347826086,Medium Spender,Medium Income,2,4,3,9,Medium Income - Medium Spender
6260,1955,Master,Partnered,82384.0,0,0,2012-11-19,55,984,51,432,180,120,190,1,3,10,13,1,0,0,1,0,0,0,1,59,0,0,587,1957,27,72.48148148148148,0.5028104241185488,0.1111111111111111,High Spender,High Income,2,4,4,10,High Income - High Spender
10383,1966,Bachelor,Single,70287.0,0,0,2013-04-02,30,295,35,482,121,120,40,1,5,5,10,3,0,0,0,0,0,0,1,48,0,0,453,1093,21,52.04761904761905,0.2698993595608417,0.23809523809523808,High Spender,Medium Income,3,3,4,10,Medium Income - High Spender
7437,1988,Bachelor,Single,27938.0,1,0,2014-04-28,31,13,0,8,2,1,5,1,1,0,4,3,0,0,0,0,0,0,0,26,1,1,62,29,6,4.833333333333333,0.4482758620689655,0.16666666666666666,Low Spender,Low Income,3,1,1,5,Low Income - Low Spender
8557,1982,Bachelor,Single,51983.0,1,0,2013-06-17,57,11,3,22,2,2,6,2,2,0,3,6,0,0,0,0,0,0,0,32,1,1,377,46,7,6.571428571428571,0.2391304347826087,0.2857142857142857,Low Spender,Medium Income,2,1,1,4,Medium Income - Low Spender
8375,1968,PhD,Partnered,55954.0,0,1,2014-03-03,63,447,0,28,0,0,43,3,8,2,6,7,0,0,0,0,0,0,0,46,1,1,118,518,19,27.263157894736842,0.862934362934363,0.42105263157894735,Medium Spender,Medium Income,2,3,3,8,Medium Income - Medium Spender
6853,1982,Master,Single,75777.0,0,0,2013-07-04,12,712,26,538,69,13,80,1,3,6,11,1,0,1,1,0,0,0,1,32,0,0,360,1438,21,68.47619047619048,0.4951321279554937,0.14285714285714285,High Spender,High Income,4,3,4,11,High Income - High Spender
3076,1975,Bachelor,Partnered,66653.0,1,1,2012-09-07,18,452,18,102,16,18,6,4,4,2,12,3,0,0,0,0,0,0,0,39,2,1,660,612,22,27.818181818181817,0.738562091503268,0.18181818181818182,High Spender,Medium Income,4,4,3,11,Medium Income - High Spender
1012,1952,Bachelor,Single,61823.0,0,1,2013-02-18,26,523,7,134,37,14,169,4,8,2,10,7,0,0,0,0,0,0,0,62,1,1,496,884,24,36.833333333333336,0.5916289592760181,0.3333333333333333,High Spender,Medium Income,3,4,3,10,Medium Income - High Spender
6518,1951,PhD,Single,67680.0,0,1,2013-06-11,8,546,0,48,0,6,6,1,7,3,8,5,0,0,0,0,0,0,0,63,1,1,383,606,19,31.894736842105264,0.900990099009901,0.3684210526315789,High Spender,Medium Income,4,3,3,10,Medium Income - High Spender
4137,1948,Bachelor,Partnered,70666.0,0,0,2013-12-06,29,398,40,367,119,122,30,1,7,4,4,4,0,0,0,0,0,0,0,66,0,0,205,1076,16,67.25,0.36988847583643125,0.4375,High Spender,Medium Income,3,3,4,10,Medium Income - High Spender
8082,1971,Bachelor,Partnered,25721.0,1,0,2013-05-21,75,1,3,6,3,6,15,1,1,1,2,7,0,0,0,0,0,0,1,43,1,1,404,34,5,6.8,0.029411764705882353,0.2,Low Spender,Low Income,1,1,1,3,Low Income - Low Spender
1386,1967,Bachelor,Partnered,32474.0,1,1,2014-05-11,0,10,0,1,0,0,0,1,1,0,2,7,0,0,0,0,0,0,0,47,2,1,49,11,4,2.75,0.9090909090909091,0.25,Low Spender,Low Income,4,1,1,6,Low Income - Low Spender
9369,1979,Master,Single,88194.0,0,1,2014-03-19,19,688,14,309,201,24,38,1,11,10,10,5,1,0,0,1,0,0,1,35,1,1,102,1274,32,39.8125,0.5400313971742543,0.34375,High Spender,High Income,4,4,4,12,High Income - High Spender
4477,1958,Bachelor,Partnered,69096.0,0,1,2013-09-27,4,247,49,159,7,82,109,1,5,2,10,4,0,0,0,0,0,0,0,56,1,1,275,653,18,36.27777777777778,0.3782542113323124,0.2777777777777778,High Spender,Medium Income,4,3,3,10,Medium Income - High Spender
1357,1970,Bachelor,Partnered,74854.0,1,2,2013-04-08,90,856,59,487,58,29,73,7,2,5,5,5,0,0,0,0,0,0,0,44,3,1,447,1562,19,82.21052631578948,0.5480153649167734,0.10526315789473684,Medium Spender,Medium Income,1,3,4,8,Medium Income - Medium Spender
1402,1954,Master,Partnered,66991.0,0,0,2012-09-11,1,496,36,460,189,60,12,3,4,8,6,3,0,0,0,0,0,0,0,60,0,0,656,1253,21,59.666666666666664,0.39584996009577017,0.19047619047619047,High Spender,Medium Income,4,3,4,11,Medium Income - High Spender
10629,1973,Master,Partnered,49605.0,1,0,2012-09-14,25,25,3,43,17,4,17,3,3,0,3,8,0,0,0,0,0,0,0,41,1,1,653,109,9,12.11111111111111,0.22935779816513763,0.3333333333333333,Medium Spender,Medium Income,3,2,2,7,Medium Income - Medium Spender
6312,1959,Bachelor,Partnered,65031.0,0,1,2013-03-17,29,258,107,291,84,37,86,4,10,3,13,7,0,0,0,0,0,0,0,55,1,1,469,863,30,28.766666666666666,0.2989571263035921,0.3333333333333333,High Spender,Medium Income,3,4,3,10,Medium Income - High Spender
8132,1975,PhD,Partnered,60631.0,1,1,2013-04-05,88,565,6,65,0,6,19,5,9,2,8,7,0,1,0,0,0,0,0,39,2,1,450,661,24,27.541666666666668,0.8547655068078669,0.375,Medium Spender,Medium Income,1,4,3,8,Medium Income - Medium Spender
1050,1952,Bachelor,Partnered,28332.0,0,0,2014-04-30,58,14,10,13,4,15,9,1,2,1,4,2,0,0,0,0,0,0,0,62,0,0,60,65,8,8.125,0.2153846153846154,0.25,Low Spender,Low Income,2,2,1,5,Low Income - Low Spender
5846,1977,Bachelor,Single,40246.0,1,0,2012-12-19,68,2,1,6,2,1,1,1,1,0,2,6,0,0,0,0,0,0,0,37,1,1,557,13,4,3.25,0.15384615384615385,0.25,Low Spender,Medium Income,2,1,1,4,Medium Income - Low Spender
1859,1972,Master,Partnered,75251.0,0,0,2012-08-27,34,721,111,925,97,18,18,1,7,6,5,5,0,0,0,0,0,0,1,42,0,0,671,1890,19,99.47368421052632,0.3814814814814815,0.3684210526315789,High Spender,High Income,3,3,4,10,High Income - High Spender
7503,1976,Bachelor,Single,75825.0,0,0,2012-10-12,40,1032,105,779,137,105,51,0,5,8,9,4,1,0,0,0,0,0,1,38,0,0,625,2209,22,100.4090909090909,0.46717971933001357,0.22727272727272727,High Spender,High Income,3,4,4,11,High Income - High Spender
10401,1976,Master,Partnered,26326.0,0,0,2013-09-04,12,1,0,5,0,3,9,1,0,0,3,3,0,0,0,0,0,1,0,38,0,0,298,18,4,4.5,0.05555555555555555,0.0,Low Spender,Low Income,4,1,1,6,Low Income - Low Spender
1618,1965,Bachelor,Partnered,56046.0,0,0,2013-01-02,9,577,0,64,0,0,51,2,10,1,8,8,1,0,0,0,0,0,1,49,0,0,543,692,21,32.95238095238095,0.8338150289017341,0.47619047619047616,High Spender,Medium Income,4,3,3,10,Medium Income - High Spender
3332,1985,Bachelor,Single,29760.0,1,0,2012-08-29,87,64,4,68,7,5,17,4,3,1,4,8,0,0,0,0,0,0,0,29,1,1,669,165,12,13.75,0.3878787878787879,0.25,Low Spender,Low Income,1,2,2,5,Low Income - Low Spender
2261,1969,Bachelor,Partnered,26304.0,1,0,2013-06-23,5,4,1,5,2,0,4,1,1,0,2,7,0,0,0,0,0,0,0,45,1,1,371,16,4,4.0,0.25,0.25,Low Spender,Low Income,4,1,1,6,Low Income - Low Spender
5346,1973,Master,Partnered,23559.0,1,0,2013-07-03,87,25,5,19,7,0,23,3,3,0,3,7,0,0,0,0,0,0,0,41,1,1,361,79,9,8.777777777777779,0.31645569620253167,0.3333333333333333,Low Spender,Low Income,1,2,2,5,Low Income - Low Spender
4119,1963,Master,Partnered,38620.0,0,0,2013-05-11,56,112,17,44,34,22,89,1,2,5,3,3,0,0,0,0,0,0,0,51,0,0,414,318,11,28.90909090909091,0.3522012578616352,0.18181818181818182,Low Spender,Medium Income,2,2,2,6,Medium Income - Low Spender
535,1987,Bachelor,Single,81361.0,0,0,2014-02-25,18,163,23,424,27,65,76,1,3,10,13,1,0,0,0,0,0,0,0,27,0,0,124,778,27,28.814814814814813,0.2095115681233933,0.1111111111111111,High Spender,High Income,4,4,3,11,High Income - High Spender
5268,1960,Bachelor,Partnered,29440.0,1,1,2013-08-11,95,17,8,14,10,4,3,2,1,0,4,7,0,0,0,0,0,0,0,54,2,1,322,56,7,8.0,0.30357142857142855,0.14285714285714285,Low Spender,Low Income,1,1,1,3,Low Income - Low Spender
273,1970,Master,Partnered,36138.0,1,1,2013-07-16,48,130,0,16,0,0,5,5,3,1,4,7,0,1,0,0,0,0,0,44,2,1,348,151,13,11.615384615384615,0.8609271523178808,0.23076923076923078,Medium Spender,Medium Income,3,2,2,7,Medium Income - Medium Spender
4452,1957,Bachelor,Single,50388.0,0,1,2014-05-28,3,292,6,37,0,3,34,4,6,1,6,7,0,1,0,1,0,0,1,57,1,1,32,372,17,21.88235294117647,0.7849462365591398,0.35294117647058826,Medium Spender,Medium Income,4,3,2,9,Medium Income - Medium Spender
8504,1973,Bachelor,Partnered,79593.0,0,0,2014-05-12,70,350,60,568,110,133,145,1,5,6,7,2,0,0,1,0,0,0,0,41,0,0,48,1366,19,71.89473684210526,0.2562225475841874,0.2631578947368421,Medium Spender,High Income,2,3,4,9,High Income - Medium Spender
771,1967,Bachelor,Partnered,54178.0,0,1,2014-01-21,79,135,9,39,4,0,7,1,2,2,5,2,0,0,0,0,0,0,0,47,1,1,159,194,10,19.4,0.6958762886597938,0.2,Low Spender,Medium Income,1,2,2,5,Medium Income - Low Spender
8996,1957,PhD,Partnered,55185.0,2,1,2012-11-19,4,230,42,192,49,37,53,12,7,2,8,9,0,0,0,0,0,0,0,57,3,1,587,603,29,20.79310344827586,0.3814262023217247,0.2413793103448276,High Spender,Medium Income,4,4,3,11,Medium Income - High Spender
9235,1957,Bachelor,Single,51983.0,1,1,2014-05-27,45,7,0,8,2,0,1,1,1,0,2,7,0,0,0,0,0,0,0,57,2,1,33,18,4,4.5,0.3888888888888889,0.25,Low Spender,Medium Income,3,1,1,5,Medium Income - Low Spender
5798,1973,Master,Partnered,49605.0,0,0,2013-11-23,87,445,37,359,98,28,18,1,2,4,8,1,0,0,0,0,0,0,0,41,0,0,218,985,15,65.66666666666667,0.4517766497461929,0.13333333333333333,Low Spender,Medium Income,1,2,3,6,Medium Income - Low Spender
11178,1972,Master,Single,42394.0,1,0,2014-03-23,69,15,2,10,0,1,4,1,1,0,3,7,0,0,0,0,0,0,0,42,1,1,98,32,5,6.4,0.46875,0.2,Low Spender,Medium Income,2,1,1,4,Medium Income - Low Spender
2230,1970,PhD,Partnered,23626.0,1,0,2014-05-24,84,27,2,14,0,0,0,3,3,1,3,5,0,0,0,0,0,0,0,44,1,1,36,43,10,4.3,0.627906976744186,0.3,Low Spender,Low Income,1,2,1,4,Low Income - Low Spender
7516,1983,Bachelor,Partnered,30096.0,1,0,2014-05-22,30,5,3,11,12,5,9,1,2,0,3,6,0,0,0,0,0,0,0,31,1,1,38,45,6,7.5,0.1111111111111111,0.3333333333333333,Low Spender,Low Income,3,1,1,5,Low Income - Low Spender
7247,1960,Bachelor,Single,47916.0,0,1,2012-11-22,72,505,0,26,0,0,75,5,7,4,6,6,0,1,0,0,0,0,0,54,1,1,584,606,22,27.545454545454547,0.8333333333333334,0.3181818181818182,Medium Spender,Medium Income,2,4,3,9,Medium Income - Medium Spender
11100,1972,Bachelor,Single,51813.0,1,1,2013-04-11,37,51,2,7,0,1,2,2,2,0,3,7,0,0,0,0,0,0,0,42,2,1,444,63,7,9.0,0.8095238095238095,0.2857142857142857,Low Spender,Medium Income,3,1,1,5,Medium Income - Low Spender
4646,1951,Master,Partnered,78497.0,0,0,2013-12-01,44,207,26,447,75,0,223,1,5,7,12,2,0,0,0,1,0,0,0,63,0,0,210,978,25,39.12,0.2116564417177914,0.2,High Spender,High Income,3,4,3,10,High Income - High Spender
